57222.43989300001,141297.14939700006
46832.54105299999,155051.67755800005
30554.502508000012,205964.997726
85094.972126,110686.590154
91568.56905799996,106052.51441499998
43320.30107500002,167623.61010000002
62583.552594999994,135829.72770499997
32888.99405600002,197290.70134999996
76702.10125200001,111367.427742
130452.03459600004,68369.16639199998
150083.42486000003,60719.64190099999
103535.655827,95042.21947299999
109043.01714899999,93016.790869
36558.210643,186049.566234
94695.21879499996,100748.48212900004
55151.405525000024,142911.87340700006
39005.43794,178538.90148200004
67577.13292100001,115825.698024
152597.85930800004,55134.453644999994
130746.54832200005,68354.18646599998
64255.373642000035,130230.02938600007
52339.980125000024,145249.28188799997
140652.22944800003,66191.20589299999
62053.506067000024,139956.81601199997
116633.52706999995,80779.23456899998
33039.38482900001,192804.26140799996
124481.345714,70884.35132399996
38539.539476000005,180802.40781299997
31380.45486100001,199779.62079600006
37336.09269700002,184645.402626
110383.04226999998,88892.74989299994
150963.69643800007,60685.588564
45021.79714300002,158888.850833
30199.523421000013,206272.87564800004
32986.33990100001,193768.34992399995
41441.087306000016,168864.62679100008
150409.91031600002,60696.43411099999
163461.74842800002,51431.447885
43482.80714300002,166338.64913100004
72906.02717699998,114718.037053
64801.019882,129315.38527700002
38198.35408900002,181859.71057699993
41050.42099600001,169015.95173200007
30618.470436000018,205920.709803
32904.70914100001,194320.30811299995
37696.774169,184542.5518640001
65182.22506199999,127646.88339500006
93822.29021399996,105887.47736500004
124293.219645,71868.18899499997
131085.75107600004,67951.75951199998
62053.94988100003,138075.99206999995
132552.62279800003,67395.78457599998
31037.394094000007,204635.94162899995
76162.68496799997,112201.75191
39627.81511100001,176405.853532
145657.62300200004,64213.643888999984
142631.28017300006,64649.454049999986
160668.329413,52434.14394800001
95766.12629199999,100680.07304800002
45239.30217200002,158697.31234900007
115588.67389400005,87525.17315099998
111497.43196100002,88303.34373099999
35802.209938000015,186908.96176400007
64134.478101,134785.29644599993
34031.52923200001,192641.2122819999
99882.43881400002,99175.53641300001
103558.67151899998,93060.30750000002
38162.35550600001,182134.052726
156010.67650900004,53002.6366
73288.47914899998,114451.39672000002
40771.944847000006,173987.88773000002
167497.12776799995,49168.12215
50837.898063000044,147786.744012
38958.124616000016,179017.59611199994
91280.67602899998,110610.50375300003
129779.63370100004,69587.01355999996
91554.16863700001,109688.33568899998
34848.257829,187146.7364510001
45492.78864700002,157731.91387399996
44809.63590900002,159227.69290700002
98525.44441600001,100495.50128600001
132495.75565100004,67872.96179099998
149039.11118700006,61577.80438099998
117612.20975700003,77122.19799299998
113195.49951500002,87831.048775
56955.11530899998,142657.90653600002
44099.05576400002,163869.70418200007
163700.74432799994,50400.657891
